Statement,Label
Law Minister K Shanmugam commit sub judice,FALSE
Minister Lawrence Wong: No extension to HDB lease we will confiscate,FALSE
New army general CEO sees first major breakdown,FALSE
Malaysia is making Singapore look very bad,FALSE
Minister Ng Chee Meng: Old people want to work self-employed must pay CPF,FALSE
Lee Hsien Loong: I am not ready to give up power yet,FALSE
Minister Masagos: Singaporeans become very wealthy in record time,FALSE
Minister Ong Ye Kung: The poor should help themselves,FALSE
WP Pritam Singh demand Government to declare spending estimates,FALSE
Former SCDF conscripts: Anal penetration Water Dunking and Cage Locking of NSFs by regulars,FALSE
Malaysia Deputy PM: Singapore s Straits Times publish fake news and lies,FALSE
Elderly Singaporeans stuck with worthless HDB flats,FALSE
Ex-Minister Yaacob Ibrahim: High expectations justified high salaries,FALSE
MP Lee Bee Wah: Singaporeans are very fortunate to have us as leaders,FALSE
Malaysia s Mahathir s return to kill Singapore economy,FALSE
Australian MP shows the world how to deal with fake news,FALSE
PAP MPs complain: Parliament work feels like full-time job,FALSE
Transport Minister Khaw Boon Wan: S$900 million for MRT power upgrade due to overpopulation,FALSE
Fall of Najib Razak dictatorship rings fear into Lee Hsien Loong,FALSE
Minister Chan Chun Sing: I am a political leader not politician ,FALSE
Malaysia s ruling party defeated after 60 years,FALSE
Finance Minister Heng Swee Keat: Government is now in debt,FALSE
Straits Times: Ban Singaporeans from using CPF to buy HDB,FALSE
Minister Khaw Boon Wan: We need money for new billion-dollar project Tuas Mega Port,FALSE
Useless President Halimah Yacob talking rubbish again,FALSE
States Times Review: 3 years of fighting fake news,FALSE
President Halimah Yacob to recite PAP speech tonight,FALSE
Minister Janil Puthucheary: Average Singaporeans Don't go online,FALSE
Minister Masagos Zulkifli: We Malays can't win in open election,FALSE
Minister Ong Ye Kung: You wait lah we are 4G only,FALSE
Finance Minister Heng Swee Keat: We need more money,FALSE
SAF Commander commit sub judice to influence NSF death investigations,FALSE
Minister Lawrence Wong: Singaporeans mindset to blame for paper-chasing society,FALSE
Minister Chan Chun Sing: Foreign labour improve quality of workforce,FALSE
Oxford historian take up Minister K Shanmugam s challenge on historical facts,FALSE
Power harassment in conscription widespread and condoned by SAF,FALSE
Singapore s bought-from-China Table Tennis team completely defeated,FALSE
Law Minister K Shanmugam: I decide what is right what is good,FALSE
Here s an advice for Oxford: Don't waste your time,FALSE
NS man: SAF sergeants force sick soldiers to train,FALSE
Oxford Professor: PAP MP Charles Chong is imagining things,FALSE
All passengers to be individually tracked at Changi Airport,FALSE
Minister Koh Poh Koon: I eat drink and sleep about work for 2 years,FALSE
PAP MP Charles Chong: Oxford academics are cheats subverting our democracy,FALSE
Singapore Government to manufacture Marijuana and Cannabis for money,FALSE
Ho Ching raised gas tariffs by 4.79%,FALSE
Lee Hsien Loong: More and higher-paying jobs are being created,FALSE
State media CNA: 2 GRCs which lost anchor Ministers might lose to WP,FALSE
Mercedes driver road hog sheltered walkway during heavy downpour,FALSE
New Christian Alliance set up to address current affairs,FALSE
Lee Hsien Loong to create 1920 Singapore jobs for Filipinos in 5 years,FALSE
Government to increase taxes by increasing school fees,FALSE
Singapore diplomat: Singapore is open free and corrupt-free,FALSE
Lim Hng Kiang silent for 17 years after foot-in-mouth moment in 2001,FALSE
Minister Yaacob Ibrahim: Singaporean Malays are progressing because of me,FALSE
Singaporeans work the longest hours in the world in 2017,FALSE
Lim Swee Say: My English is distilled from 40 years of experience,FALSE
Fake news SPH and Mediacorp credibility sank rank 151st for accuracy,FALSE
PAP Minister Edwin Tong: I want to resign from FAS but they won t let me,FALSE
Ho Ching just lost S$61 million after subsidiary filed for bankruptcy in China,FALSE
Lee Hsien Loong linked with Facebook data breach,FALSE
Straits Times: Lee Bee Wah lied there is no technical fault,FALSE
ComfortDelgro turn to Indonesia s Go-Jek after Uber fail,FALSE
Singapore s retired army generals are just trash,FALSE
Lee Bee Wah: 99.9% I am standing for next GE,FALSE
Love of money corrupting Singapore Ministers,FALSE
4 PAP Ministers from same elitist Raffles JC cohort,FALSE
Cabinet changes: Lee Hsien Loong still undecided on succession,FALSE
Singaporeans boycott Smart Nation Hawker Centre,FALSE
NTUC goes full fascism: Brother Chan Chun Sing Brother Ng Chee Meng,FALSE
Yishun Smart Nation hawker centre fail: hawkers suffering massive losses,FALSE
Indonesian maid get away with 15 years jail for killing elderly Singaporean,FALSE
Fourteen 4G Ministers afraid to touch this 5 troublesome ministries ,FALSE
PAP MP Lily Neo: A disabled resident wanted to stab me with 20 inch knife,FALSE
SMRT: New CEO has strong leadership and right heart ,FALSE
Military colonel-turned-SMRT COO arrested for drink-driving,FALSE
Singaporean Doctor: How did a zero experience newbie become SMRT CEO?,FALSE
US Research PIIE: Singapore use CPF taxes to manipulate currency,FALSE
This Government fake news will leave you cringing,FALSE
Lee Hsien Loong: I drafted President Halimah Yacob s speech 20 times,FALSE
Minister K Shanmugam: Ignore critics they are too ideological,FALSE
China student: I Don't have to understand English to pass O Levels,FALSE
Chan Chun Sing self-praise: I am Higher order of competency,FALSE
SMRT staff: We are angry military officials taking senior management roles,FALSE
Lee Hsien Loong unable to find replacement for Finance Minister,FALSE
New SMRT CEO Neo Kian Hong is definitely useless and this is why,FALSE
Minister Josephine Teo: Lim Swee Say is one-in-a-billion Minister,FALSE
New SMRT CEO s first breakdown on day one,FALSE
PAP MP Charles Chong: Oxford historian is misleading and dishonest,FALSE
Oxford University: K Shanmugam intimidating those who seek to publish the truth,FALSE
SMRT Desmond Kuek fired new army general appointed as CEO,FALSE
BMW Driver Freddy Foong: I will sue the lady who exposed me for defamation,FALSE
Singaporeans: PAP MP deserved punch,FALSE
BMW Driver identity revealed: Freddy Foong,FALSE
PAP MP Tan Wu Meng punched by angry resident,FALSE
Should Singaporeans place blind trust in the Singapore Police?,FALSE
Cheapskate BMW driver: I will file police report first,FALSE
Lee Bee Wah: TheOnlineCitizen is fake news,FALSE
6 PRC national students caught cheating in O Levels English,FALSE
Caltex forced to investigate cheating case thanks to Singaporeans,FALSE
TheOnlineCitizen fighting with PAP members over fake news,FALSE
Bukit Panjang residents suffer consequences of LRT shut down,FALSE
Ho Ching invest hundreds of millions in facial recognition company,FALSE
Straits Times: Lee Hsien Loong is most respected Singaporean,FALSE
BMW driver make elderly pump attendant pay for his petrol,FALSE
3 PAP Ministers asked to leave in Cabinet reshuffle,FALSE
HDB chief: Sell your flat to buy CPF Life,FALSE
Dr Thum Ping Tjin becomes the Chicken death is only imminent,FALSE
Don't forget Straits Times is foreign-funded too,FALSE
Singapore Government make empty threat to stop Uber and Grab merger,FALSE
Government investigating Oxford historian Dr Thum Ping Tjin s background,FALSE
Lee Hsien Loong: I still Don't know who can be the next PM,FALSE
Singapore bans business teaching Democracy,FALSE
Singapore s degree holders drawing less than S$2000/mth,FALSE
Minister Janil Puthucheary and Desmond Lee: History lies PAP Don't,FALSE
State media SPH saw 25% dip in quarterly profit,FALSE
Select Committee: Alex Tan s submission must be censored,FALSE
Vehicle inspection fees increased 10%,FALSE
Lee Hsien Loong criticise US: Not complying trade rules,FALSE
High Court: 1 MP also can be GRC team,FALSE
Singapore s China mercenaries wiped out in Commonwealth Games,FALSE
Select Committee admit publishing fake news,FALSE
Lee Hsien Loong: Speaker of Parliament position is part-time,FALSE
The unsung hero of WP: Chen Show Mao,FALSE
Pritam Singh elected WP Chief,FALSE
Elderly Singaporean: I can't retire nobody is buying my resale flat,FALSE
Government to put cameras on street lamps,FALSE
Three reasons why Lee Hsien Loong must delay his succession,FALSE
These PAP Ministers are going but you won t miss them,FALSE
State media Ricemedia: Security guards are sleeping on their job,FALSE
PAP hire big data marketing firm Blackbox Research for political surveys,FALSE
Fake news alert: Straits Times attacking Chen Show Mao,FALSE
Speaker Tan Chuan Jin given another crony directorship,FALSE
Lee Hsien Loong: I can'track a person anywhere through the telcos,FALSE
Lee Hsien Loong: Singapore is a multi-party democracy,FALSE
Lee Hsien Loong: Public transport fares go up for good reasons,FALSE
Fighting propaganda fake news should be priority,FALSE
Li Shengwu: My grandfather does not want Singaporeans build shrines to him,FALSE
Singapore s war on fake news,FALSE
REACH poll: Half of Singaporeans happy to pay more for GST increase,FALSE
Select Committee misrepresented witnesses in Summary,FALSE
PAP supporter Xiaxue: I will become NMP,FALSE
Professor: Straits Times publish fake news about my resignation,FALSE
Lee Hsien Yang and Lee Wei Ling: Ministerial Committee report is fake news,FALSE
Lee Hsien Loong goes full hypocrisy on 38 Oxley Road,FALSE
Ministerial Committee twist Lee Kuan Yew s last will,FALSE
Lee Hsien Loong to defy father s will: Preserve 38 Oxley Road,FALSE
Law Minister K Shanmugam is shameless,FALSE
Two questions the PAP Don't want you to ask about Terminal 5 corruption,FALSE
CAG Chairman: T5 costs tens of billions Singaporeans must pay,FALSE
Select Commitee is actually Shanmugam s Committee,FALSE
K Shanmugam: You are like a Holocaust denier,FALSE
Elderly: My sons Don't even earn enough to give me money,FALSE
Government threaten to fine Grab 10% of profits for three years,FALSE
Fake news in modern Singapore,FALSE
Human Rights Watch: Select Committee is fake news,FALSE
Select Committee: New censorship will be added,FALSE
Historian Dr Thum Ping Tjin: There is only one fake news and that is PAP,FALSE
Temasek Holdings increase Electricity tariffs by 6.8%,FALSE
SMRT CEO: Don't expect me to spend more on maintenance,FALSE
Singapore s media laws are already third world why make it worse?,FALSE
SMRT: Project-related disruptions not considered breakdown,FALSE
States Times Review express wishes to attend Public Hearing,FALSE
Reporters Without Borders: Waste of time over consultation since Parliament is 80% controlled,FALSE
Human Rights Watch: Law Minister K Shanmugam s argument is irrelevant and ridiculous,FALSE
State media CNA bans negative feedback on government policies,FALSE
Mothership issue fake news: Temasek Holdings Don't own ComfortDelgro,FALSE
SMRT CEO Desmond Kuek: Low fares affecting my profits,FALSE
ComfortDelgro: Delete your S$652 million Uber app,FALSE
Lee Hsien Loong determined to jail his nephew Li Shengwu,FALSE
Grab pull emergency U-turn: Nobody is fired,FALSE
Uber employees fired on the spot,FALSE
Sg government cry foul: Uber cannot sell to Grab,FALSE
STR to ban pro-government comments and users,FALSE
LTA: ERP to go GPS everywhere can be ERP zone,FALSE
Teachers to pay S$100 a month for parking in school,FALSE
Select Committee: Everyone supports censorship except Facebook Google and Twitter,FALSE
Uber sold to Grab: Temasek Holdings to lose S$642m,FALSE
Human Rights Watch representative fears arrest avoid Singapore,FALSE
Human Rights Watch: Kill the chicken to scare the monkeys,FALSE
Ban States Times Review? Let s go VPN,FALSE
SMRT publishes propaganda drama demonising commuters,FALSE
Top 10 news Singaporeans wish were fake,FALSE
Singapore s real Prime Minister is K Shanmugam not Lee Hsien Loong,FALSE
ASEAN MPs: Singapore government should never shoot protesters,FALSE
151st ranking state media: We are independent of PAP,FALSE
PAP: Human Rights Watch is fake news,FALSE
Singaporeans rally behind Facebook against K Shanmugam,FALSE
Khaw Boon Wan: Public transport fares to raise by this year,FALSE
K Shanmugam to Facebook: I am the Legislation and Court Order,FALSE
Facebook Google and Twitter s opposition to censorship angers K Shanmugam,FALSE
Minister K Shanmugam: Has freedom suffered? No,FALSE
Ng Chee Meng to be fired from Education Minister position,FALSE
New law: 2 years jail for breaching media blackout order,FALSE
Minister Josephine Teo: We will shoot Singaporeans if they protest,FALSE
Singapore Press Holdings to retrench again: 13 reporters fired,FALSE
Singapore Police: Straits Times published fake news about hostage situation ,FALSE
PAP MP Murali Pillai: Can we let Kong Hee serve prison at home?,FALSE
Minister Indranee Rajah: Male officers can now strip search women,FALSE
Australian telecom TPG offers free mobile plans to Singaporean elderly,FALSE
Singtel Starhub and M1 bill charge users for premium services ,FALSE
Tan Chuan Jin proven wrong on single parents,FALSE
MND and HDB not investigating Lee Hsien Loong for corruption,FALSE
Singapore is world s most expensive city for 5th year,FALSE
Ho Ching s credibility questioned in Australia,FALSE
Overseas Singaporeans pay Lee Hsien Loong lips service,FALSE
Select Committee: No comment on foreigners giving testimonies on domestic politics,FALSE
Ministers silenced no longer asking Sylvia Lim for apologies,FALSE
Ignorant Singapore Police calls St Patrick s Day secular ,FALSE
Anti-Russia Ukranian invited to Singapore s public hearing,FALSE
China national found loophole to rent out Airbnb,FALSE
[email protected],FALSE
Please Don't give fake news so much credit,FALSE
K Shanmugam: Make Straits Times the best news in Singapore,FALSE
SMRT to splurge undisclosed millions using F1 racing technology,FALSE
NTUC confessed test balloon survey for GST increase,FALSE
K Shanmugam spent first day talking nonsense: Fake news is stronger than alcohol and sex,FALSE
PM Lee Hsien Loong unaware of his town council corruptions for 3 years,FALSE
Minister Janil Puthucheary suggests Death Penalty for fake news,FALSE
Halimah Yacob rubber stamps Budget support GST increase,FALSE
PAP Select Committee invite public to attend hearing on Fake News,FALSE
Ex-China Singaporean jailed 6 weeks for maid abuse,FALSE
Workers Party can't be bothered with Ministers hounding,FALSE
PM Lee Hsien Loong campaigns in Opposition Aljunied GRC,FALSE
All Singapore Stuff editor Farhan may have been arrested,FALSE
Singaporean mother turn to Facebook for help because PAP MP is useless,FALSE
Government to give discounts thanks to Jetstar,FALSE
Minister Grace Fu: Singaporeans also do not know how to behave on the train,FALSE
Straits Times just nailed it s own coffin,FALSE
Dr Tan Cheng Bock: K Shanmugam is ungracious and arrogant,FALSE
Minister Khaw Boon Wan: We will use live humans for train testing,FALSE
Minister Chan Chun Sing: PA does the work of PAP,FALSE
MP Sylvia Lim may face 2 years jail and S$50000 fine for dishonourable conduct ,FALSE
Ministers caught lying: Here are the test balloons ,FALSE
Ho Ching s mental health in questionable state,FALSE
Opinion: Sylvia Lim is a victim of bullying,FALSE
Minister Chee Hong Tat just scored an own goal: PAP cannot be trusted,FALSE
Sylvia Lim victimised as distraction from GST increase,FALSE
Minister Lim Swee Say: I can give leeway to some foreigners,FALSE
Minister Indranee Rajah: Sylvia Lim is dishonourable,FALSE
Singaporeans who can't afford SNCC doubled,FALSE
Outpouring support for WP MP Sylvia Lim s win over 3 Ministers,FALSE
Singapore government may be generating Fake News to ban independent news sites,FALSE
Sylvia Lim: I will not apologise for questioning the government,FALSE
Minister Masagos Zulkifli: Lower water consumption but price must increase anyway,FALSE
Gan Kim Yong: Singaporeans have buffet syndrome ,FALSE
Khaw Boon Wan: More breakdowns but Reliability increased,FALSE
Minister Khaw Boon Wan: Train operating hours will shorten further,FALSE
Transport Ministry: S$344 million paid to renew Bukit Panjang LRT,FALSE
Minister Khaw Boon Wan: Fares to raise because it is too cheap ,FALSE
Ng Chee Meng: Terminal 5 need 12 years and a lot of money,FALSE
Minister Lawrence Wong: Money are spent as effectively as possible,FALSE
Minister Lawrence Wong lie: Singaporeans received S$7.7 billion surplus,FALSE
Minister Grace Fu demands Sylvia Lim must apologise,FALSE
Lim Swee Say: Better to have one-third foreigners,FALSE
Master degree subsidies for foreigners to be reduced,FALSE
China millionaire obtained Singapore citizenship via fake qualifications,FALSE
Temasek Holdings warn state-owned companies to not engage in corruption,FALSE
PMETs earning more than S$4500 get to claim overtime,FALSE
Increased poverty of citizens main reason behind Healthcare spending increase,FALSE
Singapore wasted millions in buying driver-less trains,FALSE
Lee Hsien Loong raised GST 3 times in less than 15 years,FALSE
PAP ex-NMP Eugene Tan: Finance Minister can use Select Committee to prosecute Sylvia Lim,FALSE
Hawkers raised price of chicken rice to S$4.50,FALSE
Minister K Shanmugam: Anti-death penalty activists support drug traffickers,FALSE
East-West Line stations to close 1 hour earlier no free bus,FALSE
SBS Transit and LTA: Signalling fault is a mystery,FALSE
Minister Indranee Rajah: Singapore has only two extradition treaties in ASEAN,FALSE
Minister Janil Puthucheary: Cash transactions can be expensive,FALSE
Jetstar to skip Singapore as transit hub to Europe,FALSE
Finance Minister demands public apology from MP Sylvia Lim,FALSE
PAP MP Lee Bee Wah embarrassed herself in Parliament,FALSE
Terminal 5 is likely a fake project to pay for Temasek Holdings and GIC losses,FALSE
PAP MP Louis Ng scolded by Minister for speaking up,FALSE
Finance Minister Heng Swee Keat: Income gap is not important,FALSE
Finance Minister Heng Swee Keat: Why must you know so much?,FALSE
SBS Transit at a loss how to fix signalling fault,FALSE
Minister Josephine Teo: Low birthrate we need more foreigners,FALSE
Minister Chan Chun Sing: Corruption is under my control,FALSE
Government committee: Increase Ministerial Salaries to S$1.2 million,FALSE
K Shanmugam insults Sylvia Lim: Hypocritical and dishonest as always,FALSE
Singapore overwhelmingly support GST increase,FALSE
Finance Minister: 2% GST increase still not enough,FALSE
Jetstar: Fare prices to increase 25% for Singapore,FALSE
New Downtown Line break down,FALSE
New development charge taxes to increase 22.8%,FALSE
New law: Male police officers given right to strip search female suspects,FALSE
MOT: Terminal 5 costs tens of billions we need money,FALSE
PAP MPs: Donate your hongbao to charities,FALSE
IATA: Nobody knows how much Terminal 5 costs,FALSE
PAP NMP Chia Yong Yong: Students should study 7am to 5pm,FALSE
Minister Ng Chee Meng: GST is critical honest right and sustainable,FALSE
LTA to force all passengers to stand during peak hours,FALSE
Government to raise airport tax by S$13.30 per passenger,FALSE
PAP MP Louis Ng cosplay as cardboard collector,FALSE
PAP MP Heng Chee How: Singaporeans should work longer withdraw CPF later,FALSE
More than 50 PAP MPs absent from yesterday s Parliament,FALSE
PAP MPs: We want GST raised,FALSE
PAP MP Lim Biow Chuan: Oh I forgot 99 years leasehold,FALSE
16% jump in Indian arrival to Singapore,FALSE
New law: Police given power to ban any form of communications,FALSE
Singapore score 52/100 on Freedom ranking,FALSE
Singapore Police: Overcrowding causing spike in molest,FALSE
21.6% of graduates unable to find full time job,FALSE
LTA awards S$472m contract to state-owned company SBS,FALSE
9 in 10 elderly downgrade to short lease HDB to withdraw CPF,FALSE
State media reporter: Singaporeans are narrow-minded,FALSE
Budget 2018 shows Singapore is in debt,FALSE
PAP supporter: I am happy to pay more why are people complaining?,FALSE
Chan Chun Sing: We are not politicians we are true political leaders,FALSE
SMRT finally raising wages after complaints,FALSE
Minister Chan Chun Sing threaten Singaporeans with severe implications ,FALSE
Straits Times editor: Propaganda critical to fighting fake news,FALSE
KPMG and PWC praise Singapore Budget,FALSE
Economist: Healthcare expenditures rising because there are more poor,FALSE
Minister Khaw Boon Wan issues fake news: Singaporeans saved S$2 billion!,FALSE
Minister Josephine Teo: Automatic CPF and Insurance deductions for self-employed,FALSE
Singaporeans to pay GST on Google and Apple app,FALSE
State media CNA apologise for fake news on Bhutan s 50% GST,FALSE
Law Minister K Shanmugam issues fake news on Canadian robber,FALSE
Minister Heng Swee Keat: Money not enough for government,FALSE
Top 10 shocking spendings of Budget: Halimah Yacob spent S$9.4 million,FALSE
Minister Indranee Rajah: We return GST increase collected back to Singaporeans,FALSE
Convicted City Harvest Church leader tried to abscond Singapore by sampan,FALSE
Minister Heng Swee Keat: Singaporeans should see bigger picture,FALSE
Budget 2018 cheated Singaporeans: What surplus?,FALSE
Lee Hsien Loong: GST increase is fair and progressive,FALSE
Minister Indranee Rajah: GST cut on rice? White or brown?,FALSE
Minister: New Carbon Tax has no benchmark too troublesome to have one,FALSE
S$100-S$300 cash given to appease anger over GST,FALSE
Finance Minister: We need to borrow money for Terminal 5 and MRT,FALSE
GST to increase to 9% by 2021,FALSE
Minister Heng Swee Keat gives S$2.27 billion hongbao to corporations,FALSE
PAP MP Charles Chong: KPMG publishes fake news,FALSE
Government force commuters to go cashless by March,FALSE
Law Minister K Shanmugam now meddles in US politics,FALSE
Workers Party succession completed PAP s postponed indefinitely,FALSE
NTU Professor: Time to name Lee Hsien Loong Road Lee Kuan Yew Avenue ,FALSE
Minister: No plan to cut ministerial salaries as austerity,FALSE
Only 3000 public renters purchased HDB flat over 5 years,FALSE
Private degree graduates see 40% unemployment in first 6 months,FALSE
Minister Chee Hong Tat: State media is trusted reliable accurate objective ,FALSE
Sengkang residents walk on LRT on CNY due to breakdown,FALSE
PAP MP Charles Chong issued fake news on campaign flyer,FALSE
NTUC: We need more government subsidies,FALSE
Pritam Singh: Workers Party cleared KPMG audit,FALSE
PAP MP Zainal Sapari: Elderly should pay more CPF contributions,FALSE
Minister Ng Eng Hen: Cyberattacks can shut down water and electrical supply,FALSE
LTA to pay S$30.8 million to SBS Transit in legalised corruption,FALSE
Pritam Singh on track to be Singapore s next Prime Minister,FALSE
AWARE: Household income report is inaccurate,FALSE
Law Minister K Shanmugam confuses his propaganda papers again,FALSE
Minister Indranee Rajah dumb down Budget 2018,FALSE
PTC survey gives itself near-perfect 94.5% satisfaction rate,FALSE
Maggots found in egg trays at Tampines Giant,FALSE
Singpost s low-wage postman dump mail into trash,FALSE
SBS Transit post 50% rise in profit after fare hike,FALSE
Minister Khaw Boon Wan promises 8000 low wage jobs,FALSE
Halimah Yacob politicise charity for poor to gain support,FALSE
Minister Chan Chun Sing: People tell me the economy is very confusing ,FALSE
Bukit Batok residents refuse to partake in government umbrella project,FALSE
Singapore reject joint checkpoint centre at Causeway,FALSE
Singapore Air Show a failure no mega deal signed,FALSE
K Shanmugam confuses even his own propaganda writers,FALSE
Singapore raising taxes to buy US$94.6 million F35 fighter jets,FALSE
States Times Review s submission to Select Committee,FALSE
Minister Chan Chun Sing flipflop on MP letters to Court,FALSE
Minister Josephine Teo: We will study how to make self-employed pay CPF,FALSE
S$573 million spent on train infrastructure due to population increase,FALSE
STR confirms Government published fake income statistics,FALSE
Minister Indranee Rajah: Singapore must help to write international laws,FALSE
Singstat: Rich got richer poor got poorer in 2017,FALSE
Post office at Potong Pasir CC robbed,FALSE
Minister K Shanmugam: WP MPs intentionally mislead Parliament,FALSE
Minister Indranee Rajah: We will find optimal ways to tax Singaporeans for Terminal 5,FALSE
Ministry of Home Affairs: Police cameras to double check for public protest,FALSE
Minister Josephine Teo: Foreign students have 82% approval rate for PR,FALSE
New Law gives Minister K Shanmugam power to detain anyone without trial,FALSE
New Cybersecurity Bill allows Government to access Facebook user profiles,FALSE
Minister Janil Puthucheary: Poly and ITE grads choose to be jobless,FALSE
International Air Transport Association: Singaporeans should not pre-pay for Terminal 5,FALSE
Lee Hsien Loong: Income inequality motivates Singaporeans to work harder,FALSE
Lee Hsien Loong and Goh Chok Tong quarrel on Facebook,FALSE
Minister K Shanmugam: Sun Ho is as innocent as a charity,FALSE
Minister Masagos: Not feasible to stop heavy rain just let it flood,FALSE
Khaw Boon Wan: If elderly have no money PAP MPs will pay,FALSE
Khaw Boon Wan: Malaysia reduced charges we won t,FALSE
DPM Teo Chee Hean chide Lee Bee Wah: Improper behaviour,FALSE
Minister Lawrence Wong: We need more taxes to build boldly ,FALSE
MP Lee Bee Wah: Stop asking the government for money to help the poor,FALSE
Minister Chan Chun Sing: Not MP s job to verify facts,FALSE
High Court Judge: PAP MP s appeal letter misrepresented facts,FALSE
Pro-US Singapore trying to stop China with Code of Conduct,FALSE
Molest cases jumped 60% due to MRT overcrowding and breakdown,FALSE
Straits Times: 6 individuals arrested Keppel Corp let off,FALSE
Finance Minister Heng Swee Keat: More taxes needed to fund army,FALSE
Straits Times: Lee Hsien Loong should be PM until 80 years old,FALSE
LTA: Chinese New Year s fault station is crowded,FALSE
SMRT backstabs drivers: Compulsory S$0.40/hr cleaning fee imposed,FALSE
Former PAP MP criticises Lee Hsien Loong: Arrogant slack and lost touch,FALSE
Minister Masagos: Fine cardboard collectors and garang gunis,FALSE
LTA send spy to investigate SMRT management,FALSE
Minister K Shanmugam furious at Apex Court over rejected bid,FALSE
NSL break down again for second day in a row,FALSE
Singaporeans to pay more for compulsory Eldershield,FALSE
PA: Stop complaining about breakdowns and volunteer,FALSE
Minister Tharman: Japanese abuse their universal healthcare system,FALSE
Minister Tharman: Inequality is your personal responsibility not government s,FALSE
Lee Hsien Loong appoints AG Lucien Wong as MAS board director,FALSE
State media collaborated with SMRT to stop reporting train disruptions,FALSE
Business spending fell by 21.68% in 2017,FALSE
Chinese national mother of table tennis player jailed 6 weeks for bribery,FALSE
Minister Josephine Teo: We will allow foreigners to work part-time no quota needed,FALSE
Health economist slam Minister: Payout is inadequate and hard to claim,FALSE
Storm flood and hailstones hit northern Singapore,FALSE
PAP MP Tin Pei Ling s husband raised gas tariff by 4%,FALSE
NEA: Singaporeans to pay S$1 deposit for food tray,FALSE
Minister Chee Hong Tat: Singaporeans to pay mandatory disability insurance,FALSE
Minister Yaacob Ibrahim: TOC website must return S$5000 ad revenue,FALSE
MAS post half-truth: Singapore Savings Bonds is popular,FALSE
Lee Hsien Loong gambled US$28.4B of CPF funds in foreign properties,FALSE
Former army colonel quits SMRT due to incompetency,FALSE
Minister Ong Ye Kung: Fake news is undermining our democracy and unity,FALSE
Ruling party to recover popularity by dismissing criticisms as fake news,FALSE
Minister Ong Ye Kung: We need more time to know each other well,FALSE
Government s cashless system badly received by Singaporeans,FALSE
State media SPH to freeze wage due to falling readership,FALSE
Singaporeans will lose their freedom to criticise government,FALSE
Halimah Yacob to enjoy million dollar Presidential salaries overseas,FALSE
LTA awards Seletar Bus Package to cheapest bidder again,FALSE
Minister Chan Chun Sing: Prepare tomorrow s unemployed for tomorrow s jobs ,FALSE
Lee Hsien Loong s infighting with Goh Chok Tong,FALSE
ComfortDelgro wasted S$642 million acquiring Uber,FALSE
CPF funds lost undisclosed hundreds of millions from Keppel corruption,FALSE
Lee Hsien Loong: I will need a bit longer to choose next PM,FALSE
MOM: Unemployment rate hits record-high of 3.3%,FALSE
SMRT to outsource maintenance to sub-contractors,FALSE
STR helps to spread awareness of Budget 2018,FALSE
Desmond Kwek: Straits Times fake news must be addressed,FALSE
Desmond Kwek: Commuters are by and large satisfied with SMRT,FALSE
SMRT Desmond Kuek: Straits Times is fake news I am not resigning,FALSE
Companies slam Minister Masagos Zulkifli: You Don't know what to achieve with Carbon Tax,FALSE
Minister Chan Chun Sing embarrasses himself in World Economic Forum,FALSE
Little India become new Geylang,FALSE
Audit: K Shanmugam s Ministry made un-certified payments,FALSE
State media: Each % of GST increase is S$1.8 billion,FALSE
Minister Teo Chee Hean: Singaporean elderly should keep working,FALSE
MAS Ravi Menon: Singaporeans need to professionalise if they want higher pay,FALSE
Elderly cleaners stationed inside toilets of Singapore airport terminals,FALSE
Straits Times: Terminal 5 is going to be the Most Expensive project ever,FALSE
Minister Heng Swee Keat: Lee Hsien Loong is a very good leader,FALSE
AGC: There is no written law to call for an election when MP resigned,FALSE
Law Minister K Shanmugam warn parents: Do not spread untrue stories,FALSE
SIA anger customers by auto adding travel insurance to payment,FALSE
University President complains: Not enough infrastructures 2023 is too late,FALSE
Minister Khaw Boon Wan: Trains travelling in opposite directions to share single tunnel,FALSE
Ang Moh writer: Get a grip you Singaporeans are strawberries,FALSE
Public Transport Council raise elderly travel pass by 50%,FALSE
SMRT: Outsource tunnel maintenance from now on,FALSE
More than 70 PAP MPs skip Parliament on Tueday,FALSE
Minister Grace Fu: We won Olympic gold under my charge,FALSE
Minister Grace Fu dismiss social class gap: My statistics says otherwise,FALSE
SMRT to cut service hours introduce more delays,FALSE
Parents do not trust Singapore Police: No ill intentions my foot,FALSE
Straits Times: SMRT CEO Desmond Kwek to be fired,FALSE
Ministry of Finance spent S$50000 on Instagram propaganda for Budget 2018,FALSE
Singapore schools confirm kidnapping attempts: Do not walk alone in the street,FALSE
HDB: We won t pay for dislodged tiles,FALSE
Select Committee: Full background checks for suggestions on Censorship,FALSE
Local football players leaving Singapore for better prospects overseas,FALSE
Lee Hsien Loong: Election losers should loss accept even if election is done properly ,FALSE
Law Minister K Shanmugam to legalise corporate corruptions after Keppel,FALSE
CPF: Minimum Sum to increase 9% to S$181000,FALSE
State media: Don't give your children hongbao in cash give via CPF,FALSE
Are 9 of the Select Committee members even credible?,FALSE
Countering incoming censorship key to independent news media in Singapore,FALSE
Tan Chuan Jin: A cardboard collector have 6-figure in her bank account,FALSE
Lee Hsien Loong: Singaporeans should volunteer and help the needy,FALSE
Tan Chuan Jin: I wonder why am I demoted,FALSE
Taiwan media: Taiwanese Certis Cisco officers get paid S$2700 a month,FALSE
